/Users/adavidbailey/Practice-Bidding-Scenarios/BBA/After_Opp_Overcalls.pbn
board declarer contract score  par     | notes
  388     S       6D     1370  S D 12 | Blackwood 0314, for !d
  389     S       4S      650  S S 11 | Limit raise or better in !s | Cue bid, a !h stopper
  390     S       3S      230  S S 12 | 
  391     E       3D     -110  E D 9  | Forcing 1nt
  392     S       3D      110  S D 9  | 
  393     S       4S      450  S S 11 | Limit raise or better in !s
  394     S       4S      650  S S 11 | Fit showing jumps
  395     S       4H      480  S H 12 | Limit raise or better in !h
  396     W       3H     -170  W H 10 | Mixed raise,  !h
  397     S       4H      650  S H 11 | Limit raise or better in !h
  398     S       3S      200  S S 11 | 
  399     W       3C       50  W C 8  | 
  400     S       2H      110  S H 8  | 
  401     S       3C      110  S C 9  | 
  402     N       3S     -100  N S 8  | 
  403     S       4H      420  S H 10 | Limit raise or better in !h | Cue bid, a !d stopper | Cue bid, a !c stopper
  404     S      2SX     -200  S S 7  | Bromad
  405     W      5HX      300  W H 9  | Limit raise or better in !s
  406     S      1NX      180  S NT 7 | 
  407     S       4S      620  S S 10 | Forcing 1nt
  408     S      6DX     -300  S D 10 | 
  409     S       4S      420  S S 10 | Support 1nt
  410     S       4H      620  S H 10 | Limit raise or better in !h
  411     S       2H      140  S H 9  | 
  412     S       4H      680  S H 12 | 
  413     E       3S     -200  E S 11 | Support double redouble
  414     S       3S     -100  S S 7  | 
  415     S       4H     -100  S H 9  | Limit raise or better in !h
  416     S       3H      170  S H 10 | 
  417     E       2C     -110  E C 9  | 
  418     S       4H      650  S H 11 | 
  419     S       4S      420  S S 10 | 
  420     S       4S      710  S S 13 | Texas
  421     W       2D     -110  W D 9  | 
  422     N       2S      110  N S 8  | 
  423     W       4S     -680  W S 12 | Michaels cuebid | Limit raise or better in !s
  424     S       2S      170  S S 10 | 
  425     S       5C      400  S C 11 | 
  426     W       4H     -680  W H 12 | Support double redouble
  427     W       3D     -130  W D 10 | Support double redouble
  428     S       4H      620  S H 10 | 
  429     S       3D     -100  S D 8  | 
  430     N       2H      110  N H 8  | 
  431     W       3H       50  W H 8  | 
  432     S       4H     -150  S H 7  | Support 1nt
  433     W       3H       50  W H 8  | 
  434     W       3D     -130  W D 10 | Support double redouble
  435     W       2H     -110  W H 8  | 
  436     S       4H     -100  S H 9  | Limit raise or better in !h
  437     S       3S      200  S S 11 | 
  438     S       4S      450  S S 11 | Jordan truscott 2nt | Cue bid, a !h stopper | Cue bid, a !d stopper
  439     S       4S     -100  S S 9  | 1m-3m inviting
  440     S       4S      420  S S 10 | Limit raise or better in !s
  441     W       4S     -620  W S 10 | 
  442     S       4H      650  S H 11 | 
  443     N       3S     -100  N S 7  | 
  444     S       2H      110  S H 8  | 
  445     N       2S      110  N S 8  | Support double redouble
  446     S      4HX      590  S H 10 | 
  447     E       6D     -920  E D 12 | 
  448     S       1N      120  S NT 8 | 
  449     S       3S      140  S S 9  | Limit raise or better in !s
  450     E      5CX      100  E C 10 | Support 1nt
  451     W       2C     -130  W C 10 | 
  452     S       3D      150  S D 11 | Limit raise or better in !d
  453     W       3H     -140  W H 9  | Support double redouble
  454     S       3D      130  S D 10 | Limit raise or better in !d
  455     W       3H     -140  W H 9  | 
  456     S       5S      480  S S 12 | Limit raise or better in !s | Exclusion, for !s
  457     S       3D      130  S D 10 | 
  458     S       3H     -200  S H 7  | Support 1nt
  459     E       3S       50  E S 8  | 
  460     S       4H     -100  S H 9  | Limit raise or better in !h
  461     W       2D      -90  W D 8  | 
  462     S       2S      140  S S 9  | 
  463     S       4H      650  S H 11 | Splinter
  464     S       4S      450  S S 11 | Limit raise or better in !s
  465     W       3H     -140  W H 9  | 
  466     W      5CX      300  W C 9  | 
  467     S       4H     -100  S H 8  | 
  468     W       2H     -140  W H 9  | 
